ssn,age,education,marital-status,relationship,sex,income
810-16-5846,54.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
036-73-2186,55.0,,Never-married,Other-relative,,
019-68-6732,32.0,HS-grad,Divorced,Unmarried,Female,<=50K
545-17-8132,32.0,,Never-married,Own-child,,<=50K
512-62-2849,57.0,Some-college,Married-civ-spouse,Husband,,<=50K
715-63-2677,32.0,HS-grad,Never-married,Not-in-family,Female,<=50K
778-93-1203,54.0,,Married-civ-spouse,Husband,Male,
561-57-8623,32.0,HS-grad,,,Male,>50K
292-69-0417,31.0,Assoc-acdm,Married-civ-spouse,Own-child,,<=50K
486-94-7173,51.0,HS-grad,,Not-in-family,,<=50K
881-48-0343,54.0,,,Not-in-family,Male,
097-75-7985,51.0,Assoc-acdm,Divorced,,Female,
758-35-3807,33.0,Assoc-voc,Never-married,Unmarried,Male,<=50K
123-34-1523,52.0,Assoc-voc,Married-civ-spouse,Husband,Female,<=50K
036-30-2211,53.0,,Married-civ-spouse,,,>50K
883-66-0932,22.0,HS-grad,Never-married,Own-child,,
612-65-3562,50.0,,,Husband,Female,<=50K
317-84-3980,40.0,11th,Divorced,,Female,
027-42-6289,20.0,Some-college,,Own-child,Male,
129-11-5478,47.0,Assoc-voc,,Unmarried,,<=50K
030-28-2555,38.0,HS-grad,,Not-in-family,Male,
252-42-6289,42.0,,Divorced,Not-in-family,Female,
915-57-1252,33.0,,Married-civ-spouse,,,
084-61-3022,42.0,HS-grad,Married-civ-spouse,Husband,,
226-75-0614,53.0,Bachelors,Married-civ-spouse,Husband,Male,
876-41-2775,61.0,HS-grad,Married-civ-spouse,Husband,,
801-28-9925,43.0,Assoc-acdm,Divorced,Not-in-family,Female,
615-63-2677,20.0,12th,Never-married,Own-child,Female,
785-47-2972,,HS-grad,Never-married,,Male,>50K
187-43-8574,48.0,,,Other-relative,Male,<=50K
626-65-8476,40.0,HS-grad,Married-civ-spouse,Husband,Male,
570-79-2382,50.0,Assoc-acdm,Married-civ-spouse,Husband,,<=50K
169-77-8869,23.0,Assoc-voc,Never-married,,,<=50K
866-92-2603,28.0,,Divorced,Not-in-family,,
906-23-4642,75.0,Bachelors,,Not-in-family,,<=50K
769-47-1743,30.0,Bachelors,,Not-in-family,Male,
438-05-2825,28.0,HS-grad,Never-married,Not-in-family,Male,<=50K
371-99-0171,,,,Husband,,>50K
383-07-7395,18.0,11th,Never-married,Own-child,Male,
643-18-1817,56.0,5th-6th,Divorced,Unmarried,Male,<=50K
182-77-0270,31.0,,Married-civ-spouse,Husband,,>50K
537-03-9311,21.0,HS-grad,Never-married,,,<=50K
626-53-5625,39.0,,Never-married,Not-in-family,Male,
422-14-3734,37.0,,Married-civ-spouse,Husband,Female,<=50K
503-31-6952,25.0,,Married-civ-spouse,Husband,,
235-07-3709,,Bachelors,Never-married,Not-in-family,Female,<=50K
269-93-2432,18.0,,Never-married,Own-child,,<=50K
429-57-6166,49.0,,Divorced,Unmarried,Female,
485-10-4422,44.0,Masters,Married-civ-spouse,Husband,,
546-46-8058,33.0,,Divorced,Own-child,,<=50K
108-96-8058,26.0,HS-grad,Married-civ-spouse,Husband,,>50K
909-95-0859,51.0,,Married-civ-spouse,,,
601-93-4888,54.0,,Married-civ-spouse,Husband,Male,
833-90-6633,29.0,,Never-married,,Female,<=50K
253-34-7665,33.0,Some-college,,Husband,Female,<=50K
764-80-3439,62.0,Bachelors,Widowed,Unmarried,,
891-86-1178,23.0,HS-grad,Never-married,Own-child,,
175-67-5675,34.0,Some-college,Married-civ-spouse,Husband,,<=50K
249-23-2186,40.0,Bachelors,Married-civ-spouse,,Female,
625-98-2800,52.0,Bachelors,,Other-relative,,<=50K
633-38-4520,38.0,Masters,Married-civ-spouse,,,
840-01-8426,43.0,HS-grad,Never-married,Not-in-family,Female,<=50K
517-26-0441,21.0,HS-grad,Never-married,Not-in-family,,<=50K
569-19-5331,23.0,,Separated,Not-in-family,Female,
287-77-6412,24.0,,,Own-child,Male,
738-45-2087,,11th,Never-married,Not-in-family,,
825-70-6387,31.0,10th,Married-civ-spouse,Husband,,<=50K
905-28-2554,31.0,Masters,Separated,Not-in-family,Male,
822-11-3021,51.0,Doctorate,Married-civ-spouse,,Male,
936-30-2210,22.0,Bachelors,Divorced,Own-child,Female,
636-85-5036,32.0,HS-grad,,Husband,,>50K
439-55-7739,19.0,HS-grad,Never-married,Own-child,Female,
180-71-2530,58.0,Some-college,Married-civ-spouse,Husband,,<=50K
163-57-4938,45.0,HS-grad,,,Male,>50K
683-99-8770,19.0,10th,Never-married,Not-in-family,,
359-76-6584,33.0,,Married-civ-spouse,,Female,<=50K
986-82-4323,73.0,HS-grad,Married-civ-spouse,,,>50K
161-82-4324,20.0,11th,Never-married,Own-child,Female,<=50K
006-23-4643,52.0,HS-grad,,Not-in-family,,
019-07-2481,17.0,,,Own-child,Male,
471-16-0933,30.0,HS-grad,Never-married,Other-relative,Female,<=50K
497-69-6559,57.0,Some-college,Divorced,,Male,<=50K
076-50-4913,35.0,HS-grad,Married-civ-spouse,,Male,
799-47-7886,68.0,,Married-civ-spouse,,,<=50K
505-89-6805,26.0,,,Not-in-family,Male,
243-51-9655,30.0,,Married-civ-spouse,Husband,Male,>50K
265-17-1989,50.0,Bachelors,Married-civ-spouse,Husband,Female,<=50K
467-26-0441,43.0,,Divorced,Not-in-family,Male,
432-61-6707,40.0,HS-grad,Married-civ-spouse,Husband,Male,
625-42-9974,24.0,,Married-civ-spouse,,Male,<=50K
329-79-1154,23.0,Some-college,,Other-relative,Male,<=50K
149-72-3587,,11th,Married-civ-spouse,Husband,,>50K
344-07-2481,21.0,,,Own-child,Female,
249-35-5036,32.0,,Married-civ-spouse,Husband,,<=50K
773-31-0810,24.0,HS-grad,Never-married,Unmarried,,<=50K
962-07-0023,29.0,Some-college,Separated,Not-in-family,Male,<=50K
736-21-0072,36.0,Some-college,,Husband,Male,<=50K
199-44-7174,29.0,HS-grad,Never-married,Own-child,Female,
488-14-4962,39.0,Masters,,Not-in-family,,<=50K
303-74-6928,32.0,Bachelors,Never-married,Not-in-family,Male,>50K
758-44-5945,19.0,HS-grad,Never-married,Own-child,Male,
411-82-4323,52.0,Assoc-voc,,Unmarried,,
497-14-3734,43.0,HS-grad,Never-married,,Male,
562-99-1399,64.0,9th,Married-civ-spouse,Wife,Male,<=50K
671-22-2358,31.0,HS-grad,Widowed,Unmarried,,
315-11-0564,57.0,10th,Married-civ-spouse,Husband,,<=50K
894-84-0293,79.0,Bachelors,Married-civ-spouse,Husband,Male,
403-19-4102,,12th,Married-civ-spouse,Husband,Male,
801-38-2063,30.0,Some-college,Separated,Not-in-family,,
886-76-2898,41.0,,Never-married,Not-in-family,,<=50K
274-60-0736,33.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
893-30-4667,43.0,HS-grad,,Not-in-family,,<=50K
675-15-3561,25.0,Some-college,Divorced,,Female,
037-19-2874,50.0,Some-college,Married-civ-spouse,Husband,,<=50K
128-96-1916,30.0,HS-grad,,Not-in-family,Male,<=50K
652-21-1301,36.0,HS-grad,Married-civ-spouse,Husband,,<=50K
833-78-3782,56.0,HS-grad,Married-civ-spouse,Husband,,
701-75-0613,28.0,HS-grad,Never-married,Not-in-family,,
212-40-7862,25.0,Bachelors,,Own-child,,
384-36-7321,24.0,,,,,
229-11-5478,34.0,,Divorced,Not-in-family,,<=50K
608-66-0933,24.0,11th,,Own-child,Female,<=50K
731-84-8893,18.0,HS-grad,,Husband,,<=50K
312-77-6412,29.0,Assoc-acdm,Married-civ-spouse,,Male,>50K
631-81-8181,47.0,HS-grad,Divorced,Not-in-family,Male,<=50K
166-46-1916,37.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
583-16-9532,46.0,11th,Widowed,,,>50K
672-97-2972,34.0,11th,Married-civ-spouse,Husband,Male,
110-38-0835,,Assoc-voc,Married-civ-spouse,Husband,,
210-90-2948,29.0,Bachelors,Married-civ-spouse,Husband,Male,
737-40-7861,42.0,HS-grad,Divorced,,Female,
317-26-0441,37.0,,,,Male,
612-37-7149,46.0,Some-college,Never-married,Not-in-family,Male,<=50K
289-15-8476,37.0,HS-grad,,Husband,,>50K
723-98-6485,35.0,7th-8th,Married-civ-spouse,Husband,,>50K
848-64-8647,31.0,HS-grad,Never-married,Not-in-family,Female,<=50K
947-63-5134,,Bachelors,Never-married,Not-in-family,Male,>50K
421-03-8083,48.0,,,Husband,Female,<=50K
227-33-4152,32.0,Assoc-voc,Never-married,,Male,<=50K
149-63-1449,31.0,9th,Married-civ-spouse,Husband,,>50K
122-48-1572,19.0,11th,Never-married,,Male,<=50K
382-40-1719,27.0,HS-grad,Never-married,Other-relative,Male,
347-85-0122,31.0,,Never-married,Unmarried,,
672-11-3021,46.0,Doctorate,,Husband,,<=50K
180-37-4692,32.0,,Married-civ-spouse,Husband,,
915-84-7664,22.0,,Never-married,Own-child,Female,<=50K
483-01-5970,43.0,Prof-school,Married-civ-spouse,Husband,Male,<=50K
931-69-5330,27.0,Bachelors,Never-married,,Female,
645-85-3807,42.0,HS-grad,,Husband,,
621-16-0933,36.0,HS-grad,Married-civ-spouse,Husband,Male,
095-91-5233,30.0,HS-grad,,Unmarried,,
522-05-1596,67.0,Some-college,Widowed,Not-in-family,,
579-72-9729,17.0,Some-college,Never-married,Own-child,,
741-67-6903,50.0,HS-grad,,Other-relative,Female,<=50K
597-26-6584,23.0,Assoc-voc,Never-married,Not-in-family,,<=50K
677-30-3439,37.0,Assoc-acdm,Married-civ-spouse,Wife,Male,<=50K
514-28-1326,48.0,,,Husband,Male,
128-13-2678,28.0,,Married-civ-spouse,Husband,Female,<=50K
496-25-3070,40.0,Some-college,Married-civ-spouse,Husband,Male,
199-99-9999,21.0,,Never-married,,,<=50K
935-28-8696,74.0,Prof-school,Married-civ-spouse,Husband,,
583-53-8082,62.0,,Divorced,,Female,
455-55-8967,,,Married-civ-spouse,Husband,Male,
294-16-4618,31.0,,Married-civ-spouse,Husband,Male,
543-36-6092,32.0,HS-grad,,,,
607-03-3168,61.0,HS-grad,,Husband,,>50K
566-40-0490,28.0,,Never-married,Not-in-family,,<=50K
464-58-8451,21.0,Some-college,Never-married,Own-child,Male,<=50K
716-52-3340,,,Never-married,Not-in-family,Female,<=50K
147-02-0884,45.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
480-74-3242,41.0,Prof-school,Separated,Not-in-family,Male,>50K
018-55-0368,56.0,Assoc-acdm,Married-civ-spouse,Husband,Male,<=50K
649-01-7198,44.0,Masters,Married-civ-spouse,,Male,<=50K
765-35-6264,,Some-college,,Not-in-family,Female,
248-80-2211,32.0,,Married-civ-spouse,Husband,Male,
900-39-9261,,,Divorced,,,>50K
444-93-2431,37.0,,Divorced,Own-child,,<=50K
893-48-8942,18.0,Some-college,Never-married,Own-child,Male,<=50K
719-44-1031,23.0,,Divorced,,,<=50K
720-79-2382,25.0,,,Not-in-family,Female,
905-06-7566,20.0,11th,,Own-child,Male,<=50K
456-20-3930,,,Married-civ-spouse,,,
550-30-7124,51.0,Prof-school,Married-civ-spouse,,Male,>50K
375-12-2849,34.0,Some-college,,Husband,Female,<=50K
638-54-4225,25.0,Some-college,Never-married,Own-child,Female,
801-78-1325,64.0,10th,,,Male,<=50K
257-73-9557,,HS-grad,Married-civ-spouse,,,<=50K
962-71-4986,35.0,,,,Male,
743-94-9630,19.0,,Never-married,Own-child,Female,
321-83-6609,20.0,,Never-married,Own-child,Female,<=50K
998-95-5772,38.0,11th,Never-married,,Male,<=50K
338-94-3488,52.0,HS-grad,Married-civ-spouse,Husband,,
857-34-0293,46.0,HS-grad,Married-civ-spouse,,,<=50K
668-82-6780,72.0,,,Not-in-family,,<=50K
805-06-7566,28.0,Some-college,Never-married,Not-in-family,,<=50K
006-08-1081,31.0,,,,,<=50K
486-70-1473,50.0,11th,Married-civ-spouse,,Male,<=50K
609-95-0859,45.0,Some-college,Divorced,Not-in-family,Female,>50K
898-00-3684,55.0,HS-grad,Married-civ-spouse,Husband,,
626-07-4937,55.0,7th-8th,Married-civ-spouse,Husband,,<=50K
635-81-0810,24.0,,Never-married,Not-in-family,Male,<=50K
463-57-4938,35.0,,Married-civ-spouse,,Male,
699-01-7198,22.0,11th,Never-married,Own-child,Male,<=50K
074-10-9336,59.0,HS-grad,Widowed,,Female,
544-31-8181,30.0,12th,Never-married,Other-relative,Female,
459-33-6608,21.0,,Never-married,Own-child,Male,
852-27-2726,51.0,Masters,Never-married,Not-in-family,,>50K
317-07-6166,45.0,Doctorate,Separated,Unmarried,,
718-48-8942,29.0,Some-college,,Husband,Male,>50K
664-40-4176,33.0,,Never-married,Own-child,Female,<=50K
927-67-1989,47.0,,,Husband,Male,<=50K
861-30-2210,17.0,11th,Never-married,Own-child,,
078-00-9827,43.0,Some-college,Never-married,Not-in-family,Female,<=50K
322-05-1596,24.0,9th,Married-spouse-absent,Not-in-family,Male,
512-25-4299,27.0,Bachelors,Never-married,Own-child,Male,<=50K
849-14-0048,31.0,7th-8th,Separated,Not-in-family,Female,
190-26-4127,,Some-college,,Unmarried,,<=50K
493-91-8918,29.0,9th,Divorced,Unmarried,Male,
361-17-9360,28.0,Bachelors,Never-married,Own-child,,<=50K
208-59-9508,41.0,Assoc-voc,Married-civ-spouse,Wife,,
341-30-8353,64.0,Some-college,,,,<=50K
637-28-5011,61.0,HS-grad,Married-civ-spouse,,Male,
203-93-1203,43.0,Some-college,,Unmarried,Male,
982-67-8131,,7th-8th,Married-civ-spouse,Husband,Male,
066-95-3316,39.0,11th,Widowed,Unmarried,Female,<=50K
872-72-7271,66.0,Some-college,,,Male,<=50K
525-58-3537,25.0,Some-college,Separated,,,<=50K
091-67-6904,40.0,HS-grad,,Unmarried,,
220-11-6707,47.0,,Never-married,Not-in-family,,
841-46-1915,56.0,,Married-civ-spouse,Husband,,>50K
328-19-4102,49.0,,,Husband,Male,
057-64-7420,59.0,Some-college,Separated,,,>50K
260-56-5110,21.0,11th,,Not-in-family,,<=50K
583-44-5945,30.0,HS-grad,Never-married,Unmarried,Male,
920-11-6706,32.0,12th,,,,
040-87-8378,61.0,7th-8th,Married-civ-spouse,,Male,<=50K
369-28-7468,33.0,Bachelors,,Husband,Male,<=50K
495-39-3119,,Some-college,Married-civ-spouse,Wife,Male,<=50K
463-42-1375,52.0,,,Not-in-family,Male,
246-13-0220,37.0,,Divorced,Not-in-family,Female,<=50K
900-21-4986,29.0,HS-grad,,,,>50K
213-57-4938,28.0,,,Unmarried,,
938-69-7787,23.0,Some-college,,Not-in-family,Male,
237-68-4274,21.0,Bachelors,Never-married,Not-in-family,Male,
730-83-5380,52.0,HS-grad,Married-civ-spouse,Husband,,
149-75-4299,56.0,Masters,Divorced,Not-in-family,Female,
436-82-4323,17.0,,Never-married,Own-child,Female,
426-19-7788,,,Never-married,Not-in-family,Male,
048-37-2235,39.0,Masters,Married-spouse-absent,Unmarried,Male,<=50K
287-43-8574,50.0,,Divorced,,Female,<=50K
211-21-0073,36.0,Some-college,,,,>50K
478-10-1965,40.0,Some-college,Never-married,Own-child,,<=50K
133-78-3783,20.0,Some-college,,Own-child,,<=50K
845-57-7394,64.0,10th,Married-civ-spouse,Husband,,<=50K
680-03-6854,23.0,HS-grad,Never-married,,,
993-88-8205,31.0,,Never-married,Own-child,,<=50K
743-15-1104,28.0,,,,Female,<=50K
021-59-0909,37.0,Doctorate,Married-civ-spouse,Husband,Male,>50K
629-20-7616,34.0,Bachelors,,Husband,Male,
833-50-7370,22.0,,Never-married,,Female,
569-28-7468,30.0,HS-grad,Married-civ-spouse,Husband,,>50K
163-11-4250,55.0,HS-grad,Married-civ-spouse,Husband,Male,
123-37-2235,34.0,,Married-civ-spouse,Husband,,
636-73-2186,45.0,HS-grad,Widowed,Not-in-family,Female,
826-87-3463,27.0,,Never-married,Not-in-family,Male,<=50K
394-41-0319,49.0,,Married-civ-spouse,,,<=50K
692-41-4004,68.0,Bachelors,Widowed,Unmarried,Female,<=50K
246-37-5921,54.0,,Married-civ-spouse,Husband,,<=50K
000-82-9238,50.0,,Married-civ-spouse,Husband,Male,
908-90-6632,43.0,,Married-civ-spouse,Husband,,
898-24-9384,31.0,Some-college,Married-civ-spouse,Husband,Male,>50K
304-82-1867,50.0,HS-grad,Married-civ-spouse,Husband,,<=50K
940-04-9139,41.0,,Married-civ-spouse,,,
619-56-3881,28.0,Bachelors,Married-civ-spouse,Husband,,
088-48-2800,,7th-8th,Never-married,Own-child,Male,
749-75-4299,37.0,,,,,<=50K
604-57-6166,50.0,Some-college,Widowed,Not-in-family,Female,
411-33-2923,35.0,Some-college,Never-married,,,<=50K
839-25-0613,,Bachelors,Married-civ-spouse,,Male,
639-34-2751,33.0,,Married-civ-spouse,Husband,,>50K
993-55-0367,24.0,,Married-civ-spouse,Wife,Male,<=50K
779-39-1891,58.0,7th-8th,Never-married,Not-in-family,Male,
910-28-8696,,,Married-civ-spouse,Husband,Female,<=50K
267-44-4717,40.0,HS-grad,,Husband,Male,>50K
478-37-8377,64.0,HS-grad,Never-married,Not-in-family,Female,
833-53-8082,34.0,,Married-civ-spouse,Husband,,<=50K
407-70-8844,33.0,,,Husband,,<=50K
551-10-5650,31.0,,Married-civ-spouse,Husband,Male,
982-83-1694,47.0,,,Husband,,
676-78-1326,51.0,,Divorced,Not-in-family,,<=50K
613-08-3537,43.0,Bachelors,Married-civ-spouse,,,
468-30-4667,17.0,HS-grad,Never-married,Own-child,,
795-51-5969,21.0,Bachelors,Married-civ-spouse,,,<=50K
586-60-9336,29.0,Some-college,Never-married,Not-in-family,Male,
821-52-9483,56.0,Some-college,,Husband,Male,>50K
025-73-7100,25.0,,Divorced,Unmarried,Female,<=50K
162-86-8550,40.0,Bachelors,Divorced,Not-in-family,Female,<=50K
913-32-9237,17.0,,Never-married,,Male,<=50K
646-09-9507,29.0,Assoc-voc,,Husband,,<=50K
864-64-9876,67.0,,Married-civ-spouse,Husband,Male,
195-20-8845,47.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
043-73-4643,70.0,Masters,Married-civ-spouse,Husband,Male,<=50K
605-46-6829,41.0,Bachelors,,Husband,,
907-40-1718,34.0,10th,Divorced,,Female,
918-70-3930,52.0,,,,,
700-73-7100,51.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
321-16-0933,23.0,,,Not-in-family,,
366-79-9753,34.0,Assoc-voc,Never-married,Not-in-family,,<=50K
508-72-2358,20.0,HS-grad,,Own-child,,<=50K
359-95-0859,41.0,Bachelors,Married-civ-spouse,Husband,,<=50K
539-61-9164,45.0,Masters,Married-civ-spouse,,Female,<=50K
498-77-1498,48.0,,Married-civ-spouse,,Male,>50K
473-03-4397,23.0,,Never-married,Own-child,,<=50K
623-00-3684,36.0,HS-grad,Married-civ-spouse,Husband,Male,
525-03-0712,37.0,,Married-civ-spouse,Husband,Male,>50K
154-14-6191,56.0,Masters,Married-civ-spouse,Husband,Male,<=50K
683-87-5920,81.0,,Widowed,Unmarried,,<=50K
606-66-4618,64.0,,Divorced,Unmarried,Male,<=50K
567-29-1154,39.0,HS-grad,,Not-in-family,Male,<=50K
971-59-0908,46.0,,Married-civ-spouse,Husband,Male,
424-99-9999,19.0,HS-grad,Separated,Unmarried,Female,
007-83-1695,45.0,HS-grad,Married-civ-spouse,Wife,,
758-81-4495,46.0,Bachelors,,Husband,,
555-89-6805,42.0,Masters,Married-civ-spouse,Husband,,>50K
865-26-4126,54.0,,Divorced,Not-in-family,Male,<=50K
328-86-9778,59.0,HS-grad,Widowed,Unmarried,Female,<=50K
828-04-0539,40.0,HS-grad,Never-married,Not-in-family,Male,
988-39-0662,19.0,,Never-married,Own-child,,
976-25-9212,46.0,,Never-married,,Male,
255-25-1842,46.0,,Married-civ-spouse,Husband,,
367-22-9729,45.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
108-66-0933,31.0,,Divorced,Unmarried,Female,
162-28-5012,29.0,,,Not-in-family,,<=50K
194-37-9606,,HS-grad,Married-civ-spouse,Other-relative,Male,
458-50-7370,37.0,HS-grad,Married-civ-spouse,Wife,,>50K
763-26-7812,52.0,Masters,Divorced,Unmarried,Female,<=50K
463-63-6363,27.0,HS-grad,,Own-child,Male,<=50K
700-61-4249,66.0,Some-college,Married-civ-spouse,,,<=50K
998-21-8672,31.0,9th,Married-civ-spouse,Husband,,>50K
916-09-3365,18.0,11th,Never-married,Own-child,Male,<=50K
699-84-6436,26.0,HS-grad,Never-married,,Male,>50K
560-31-9409,40.0,11th,Never-married,Not-in-family,,
989-03-5625,43.0,Some-college,Divorced,Not-in-family,Male,>50K
440-87-8377,46.0,Bachelors,Married-civ-spouse,Husband,,>50K
544-28-7468,37.0,Bachelors,,Other-relative,Male,<=50K
710-81-0810,42.0,Some-college,Married-civ-spouse,Wife,,>50K
972-94-2259,58.0,Some-college,Married-civ-spouse,Husband,,>50K
578-56-2652,,1st-4th,Married-civ-spouse,Husband,Male,>50K
349-66-2161,25.0,Some-college,Never-married,Not-in-family,,
012-07-0024,24.0,Bachelors,Married-civ-spouse,Husband,,>50K
438-51-3513,28.0,Some-college,Married-civ-spouse,Wife,,
016-49-2628,25.0,,Married-civ-spouse,,,<=50K
588-97-4200,21.0,Some-college,Never-married,Own-child,Male,<=50K
767-93-6117,45.0,HS-grad,Married-civ-spouse,Husband,Female,<=50K
486-30-2210,,Some-college,Married-civ-spouse,Husband,Male,
398-18-7960,20.0,,Never-married,,,<=50K
643-12-0392,,5th-6th,,,,
023-24-9385,25.0,Assoc-acdm,Married-spouse-absent,Not-in-family,Female,
642-96-6829,52.0,HS-grad,Married-civ-spouse,Husband,,<=50K
783-96-8058,,HS-grad,,Not-in-family,Male,>50K
457-77-0269,37.0,,,,,<=50K
822-45-0859,45.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
989-46-5600,37.0,Some-college,Divorced,Not-in-family,,>50K
610-65-7247,36.0,,,Husband,,>50K
157-18-6732,42.0,HS-grad,Married-civ-spouse,,,
357-95-4545,31.0,Some-college,Never-married,Other-relative,Male,<=50K
079-02-3341,50.0,HS-grad,,Wife,Male,<=50K
839-31-2038,22.0,Some-college,Never-married,,,
887-68-4274,51.0,11th,Married-civ-spouse,,Male,
878-71-6215,62.0,,,Husband,Male,<=50K
244-50-2456,22.0,5th-6th,,Not-in-family,,
110-50-3685,36.0,Doctorate,Never-married,Own-child,Female,<=50K
915-23-3414,54.0,HS-grad,Divorced,Not-in-family,Female,<=50K
671-83-6608,,HS-grad,Divorced,,Male,<=50K
825-18-4274,32.0,,Never-married,Not-in-family,Female,
746-09-9507,63.0,,Widowed,Other-relative,,
039-89-5577,52.0,HS-grad,Married-civ-spouse,,,
340-11-0564,32.0,Bachelors,,Not-in-family,,<=50K
517-38-3291,47.0,,,Husband,Female,<=50K
737-07-0023,35.0,,,Not-in-family,Male,
049-53-9311,20.0,HS-grad,Never-married,Own-child,,<=50K
162-03-9311,,HS-grad,Married-civ-spouse,Husband,,
116-46-1916,27.0,Bachelors,Divorced,,Female,
838-94-3488,30.0,,,,Male,<=50K
307-21-7444,61.0,10th,Married-civ-spouse,Husband,,<=50K
871-25-3070,52.0,Some-college,Married-civ-spouse,Husband,Male,>50K
274-44-7174,58.0,,,,Male,<=50K
511-02-5798,19.0,Some-college,Never-married,Own-child,Female,<=50K
146-99-0171,17.0,9th,,,Male,
551-84-2751,33.0,HS-grad,,Wife,Female,<=50K
698-37-2235,23.0,HS-grad,Married-civ-spouse,Husband,Male,
564-95-7001,29.0,HS-grad,Never-married,Not-in-family,Male,<=50K
214-06-6338,27.0,,Never-married,Not-in-family,Male,<=50K
968-15-1104,28.0,HS-grad,Married-civ-spouse,,Male,<=50K
409-64-3734,29.0,Bachelors,Never-married,Own-child,,
169-90-1719,21.0,Bachelors,Never-married,,Male,<=50K
505-77-3955,45.0,9th,Divorced,,,>50K
079-69-9017,47.0,Doctorate,Married-civ-spouse,Husband,Male,
931-41-8917,18.0,HS-grad,Never-married,Own-child,,
579-14-6191,41.0,Some-college,Divorced,Not-in-family,,
771-13-0220,18.0,HS-grad,,Not-in-family,,<=50K
830-98-8942,31.0,HS-grad,Married-civ-spouse,Wife,Male,<=50K
362-86-8550,,,Divorced,,,>50K
448-31-0810,,7th-8th,,,Male,
496-31-4495,44.0,Assoc-voc,Divorced,,Female,
780-68-1817,32.0,,Married-civ-spouse,,Male,
170-66-9532,78.0,,Widowed,Not-in-family,Female,
811-94-7173,47.0,Masters,,Unmarried,Female,
647-54-2996,42.0,,Divorced,Other-relative,,>50K
900-49-1399,30.0,HS-grad,Divorced,,Male,>50K
600-52-2112,18.0,HS-grad,Never-married,Own-child,,<=50K
885-31-9409,33.0,HS-grad,Married-civ-spouse,Husband,Female,<=50K
566-58-4766,,,,Own-child,Male,
746-06-8795,44.0,,Married-civ-spouse,Wife,Male,<=50K
270-27-0270,24.0,HS-grad,Never-married,Unmarried,Male,<=50K
698-49-5085,46.0,,Married-civ-spouse,Husband,Male,<=50K
486-14-8648,31.0,1st-4th,Married-civ-spouse,Husband,,
447-63-5134,18.0,Some-college,Never-married,Not-in-family,Female,<=50K
849-96-9286,53.0,11th,Married-civ-spouse,Husband,,
091-49-2628,29.0,,Never-married,Own-child,Male,<=50K
604-94-4716,32.0,,,Husband,,
545-85-3807,66.0,HS-grad,Married-civ-spouse,,Male,<=50K
905-80-4667,28.0,HS-grad,Never-married,Own-child,Female,
